report_id,source_id,source_name,source_document_title,source_link,source_publication_date,source_retrieved_at,disease_name,disease_type,country_or_territory,administrative_division_level_1,administrative_division_level_2,administrative_division_level_3,is_in_europe,species,cases,dead,killed,slaughtered,vaccinated,confirmation_date,status,relevance_level,relevance_rationale,severity_level,severity_rationale,reach_level,reach_rationale,has_consequences,consequences,control_measures,prevention_measures,research_references
gefluegelnews:auch-eier-mussen-teurer-werden,gefluegelnews,Gefluegelnews,Auch Eier müssen teurer werden!,https://www.gefluegelnews.de/article/auch-eier-mussen-teurer-werden,2022-08-12,2026-05-29T09:45:16.449207+00:00,Avian influenza,viral,Germany,Niedersachsen,Vechta,,true,Legehennen,,,,,,,suspected,high,A positive suspected case of avian influenza in a major egg production region in Germany poses a significant threat to the poultry industry.,medium,Precautionary culling of multiple poultry stocks is underway in the affected district.,regional,The outbreak is currently localized to the district of Vechta in Lower Saxony.,true,Precautionary clearing of multiple poultry stocks in the district of Vechta; potential for further supply shortages and price increases in the egg market.,"[""precautionary clearing of multiple poultry stocks""]",[],[]
gefluegelnews:auch-fur-neue-hennenstalle-ist-ai-versicherung-gefragt,gefluegelnews,Gefluegelnews,"""Auch für neue Hennenställe ist AI-Versicherung gefragt!""",https://www.gefluegelnews.de/article/auch-fur-neue-hennenstalle-ist-ai-versicherung-gefragt,2024-09-19,2026-05-29T09:45:17.442445+00:00,Avian influenza,viral,Germany,Lower Saxony,Emsland,Haselünne,true,poultry,,,,,,,,low,"The text discusses insurance products for poultry farms in the context of past outbreaks rather than reporting an active, current outbreak.",,,regional,The text references past outbreaks in the Weser-Ems region.,true,Past outbreaks in the Weser-Ems region led to insurers imposing subscription bans (Zeichnungsverbote) for poultry farms.,[],[],[]
gefluegelnews:auf-dem-eiermarkt-zieht-die-industrie-den-karren-aus-dem-dreck,gefluegelnews,Gefluegelnews,"„Auf dem Eiermarkt zieht die Industrie den Karren aus dem Dreck""",https://www.gefluegelnews.de/article/auf-dem-eiermarkt-zieht-die-industrie-den-karren-aus-dem-dreck,2022-10-05,2026-05-29T09:45:20.431228+00:00,Avian influenza,viral,,,,,true,poultry,,,,,,,ongoing,medium,The report discusses the economic impact of avian influenza on the European egg market and supply levels.,medium,The disease is causing a significant reduction in egg supply across Europe due to numerous outbreaks.,international,The text explicitly mentions the impact of the disease on the egg supply across Europe.,true,Significant reduction in egg supply across Europe and sustained high egg prices.,"[""Stallpflicht""]",[],[]
gefluegelnews:aufstallungspflicht-in-ganz-england-wegen-geflugelpest,gefluegelnews,Gefluegelnews,Aufstallungspflicht in ganz England wegen Geflügelpest,https://www.gefluegelnews.de/article/aufstallungspflicht-in-ganz-england-wegen-geflugelpest,2022-11-03,2026-05-29T09:45:42.661883+00:00,Avian influenza,viral,United Kingdom,England,,,true,poultry,,,,,,,ongoing,high,The UK government has declared the largest avian influenza outbreak ever recorded and raised the national risk level to very high.,high,The outbreak is described as the largest ever recorded with rapidly increasing cases across farms and private holdings.,national,The mandatory housing order applies to the entirety of England.,true,"Mandatory nationwide housing order for all poultry and hobby flocks in England starting November 7, 2022.","[""mandatory housing order for all poultry and hobby flocks in England""]","[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Sie forderte alle Geflügelhalter auf, Maßnahmen zum Schutz der Tiere zu ergreifen"", ""text"": ""take measures to protect animals""}, {""prevention_type"": ""surveillance"", ""raw_evidence"": ""Kontakt zum Tierarzt zu suchen"", ""text"": ""contact a veterinarian""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""die Unterbringungsmöglichkeiten zu erweitern"", ""text"": ""expand housing facilities""}]",[]
gefluegelnews:aus-alt-macht-neu-das-zauberwort-heisst-coating,gefluegelnews,Gefluegelnews,Aus alt macht neu: Das Zauberwort heißt Coating,https://www.gefluegelnews.de/article/aus-alt-macht-neu-das-zauberwort-heisst-coating,2026-05-27,2026-05-29T09:45:51.332655+00:00,,,Germany,Nordrhein-Westfalen,Steinfurt,Dreierwalde,true,Hähnchen,,,,,,,,low,"The text is a technical article about floor coating in poultry houses, mentioning diseases only as a general motivation for biosecurity.",,,,,false,,[],"[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Abhilfe schafft eine Neubeschichtung des Bodens, das Zauberwort heißt Coating."", ""text"": ""Neubeschichtung des Stallbodens mit Epoxidharz""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Wichtig ist, den gereinigten Boden vorher mit Phosphorsäure zu behandeln, dabei lösen sich viele Partikel auf der Oberfläche und der Beton wird aufnahmefähiger für das Epoxidharz."", ""text"": ""Behandlung des Bodens mit Phosphorsäure vor der Beschichtung""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Gegebenenfalls kann man Kunststoffschienen für die Schaufel benutzen."", ""text"": ""Verwendung von Kunststoffschienen für die Frontlader-Schaufel beim Ausmisten""}]",[]
gefluegelnews:aus-solidaritat-zu-lidl-landwirten,gefluegelnews,Gefluegelnews,„Aus Solidarität zu Lidl-Landwirten“,https://www.gefluegelnews.de/article/aus-solidaritat-zu-lidl-landwirten,2023-05-31,2026-05-29T09:45:53.146461+00:00,Avian influenza,viral,Germany,,,,true,chickens,,,,,,,,medium,The report discusses the economic impact of mandatory housing orders due to avian influenza on poultry farmers.,low,The text focuses on the economic support provided to farmers rather than clinical outbreak data or mortality.,local,The report describes a specific commercial response to poultry housing requirements without specifying a geographic outbreak location.,true,"Poultry farmers are required to house free-range hens due to avian influenza, leading to legal reclassification of eggs and economic support from retailers.","[""mandatory housing of free-range hens""]",[],[]
gefluegelnews:ausbreitung-tierseuchen-auch-schweinehalter-sorgen-sich,gefluegelnews,Gefluegelnews,Ausbreitung Tierseuchen: Auch Schweinehalter sorgen sich,https://www.gefluegelnews.de/article/ausbreitung-tierseuchen-auch-schweinehalter-sorgen-sich,2023-09-07,2026-05-29T09:45:56.848393+00:00,African swine fever,viral,Sweden,,,Fagersta,true,wild boar,,7,,,,,confirmed,high,"First occurrence of African swine fever in Sweden, a highly contagious and economically significant disease.",high,The disease is described as a lethal virus causing death in wild boar.,local,The outbreak is currently identified in wild boar in the Fagersta area.,false,,[],[],[]
gefluegelnews:aussteller-portrait-auf-der-70-grenzland-gefluegelschau-des-rgzv-kleve,gefluegelnews,Gefluegelnews,Aussteller-Portrait auf der 70. Grenzland-Geflügelschau des RGZV Kleve,https://www.gefluegelnews.de/article/aussteller-portrait-auf-der-70-grenzland-gefluegelschau-des-rgzv-kleve,2022-10-15,2026-05-29T09:46:02.585257+00:00,Avian influenza,viral,Germany,North Rhine-Westphalia,Kleve,Kleve,true,poultry,,,,,,,,low,"The report mentions the impact of avian influenza on cross-border animal transport for a poultry exhibition, rather than an active outbreak event.",low,No animal deaths or clinical cases are reported; the text only mentions the cancellation of participation by breeders.,regional,The impact is limited to the participation of Dutch breeders in a local German exhibition.,true,"Dutch breeders were unable to transport animals to the exhibition in Kleve due to avian influenza developments, leading to cancellations.",,[],[]
gefluegelnews:australien-vogelgrippe-im-bundesstaat-victoria,gefluegelnews,Gefluegelnews,Australien: Vogelgrippe im Bundesstaat Victoria,https://www.gefluegelnews.de/article/australien-vogelgrippe-im-bundesstaat-victoria,2024-05-22,2026-05-29T09:46:13.013796+00:00,Avian influenza,viral,Australia,Victoria,,,false,poultry,,,,,,,confirmed,high,Outbreak of highly pathogenic avian influenza in a commercial poultry farm.,high,Hundreds of thousands of birds had to be culled.,regional,The outbreak is localized to a commercial poultry farm in the state of Victoria.,true,Implementation of national response and cost-sharing agreements for disease control; culling of hundreds of thousands of birds.,"[""culling of hundreds of thousands of birds""]",[],[]
gefluegelnews:australiens-regierung-zieht-durch-kafigverbot-ruckt-naher-und-bringt-geflugelhalter-auf-die-barrikaden,gefluegelnews,Gefluegelnews,Australiens Regierung zieht durch: Käfigverbot rückt näher und bringt Geflügelhalter auf die Barrikaden,https://www.gefluegelnews.de/article/australiens-regierung-zieht-durch-kafigverbot-ruckt-naher-und-bringt-geflugelhalter-auf-die-barrikaden,2026-04-15,2026-05-29T09:46:14.914818+00:00,Avian influenza,viral,Australia,Victoria,,,false,chickens,,,,,,,,low,"The text mentions avian influenza only as a past event that necessitated recent investments in poultry stables, not as an active outbreak.",,,,,false,,[],[],[]
gefluegelnews:aut-munster-mit-bollis-punkten-in-sachen-biosicherheit,gefluegelnews,Gefluegelnews,AUT Münster: Mit „Böllis“ punkten in Sachen Biosicherheit,https://www.gefluegelnews.de/article/aut-munster-mit-bollis-punkten-in-sachen-biosicherheit,2026-02-06,2026-05-29T09:46:19.622393+00:00,,,Germany,Nordrhein-Westfalen,Borken,Vreden,true,poultry,,,,,,,,low,The text discusses agricultural equipment and biosecurity improvements for poultry farms rather than an active disease outbreak.,,,,,false,,[],"[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Auch hiermit kann Biosicherheit optimiert werden"", ""text"": ""use of straw structure pellets to improve biosecurity""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""So brauchen keine Geräte oder Maschinen in den Stall herein und wieder herausgebracht werden während eines Durchgangs."", ""text"": ""automated distribution system for litter to avoid bringing machinery into the barn""}]",[]
gefluegelnews:aviare-influenza-impfen-problem-gelost,gefluegelnews,Gefluegelnews,"Aviäre Influenza: „Impfen! – Problem gelöst?""",https://www.gefluegelnews.de/article/aviare-influenza-impfen-problem-gelost,2023-01-14,2026-05-29T09:46:25.995120+00:00,Avian influenza,viral,Germany,Lower Saxony,Osnabrück,Bramsche,true,poultry,,,,,,,,medium,The text describes a professional symposium regarding vaccination strategies and disease management for avian influenza.,,,regional,The event is focused on regional implications for Lower Saxony and the poultry industry.,false,,[],"[{""prevention_type"": ""vaccination"", ""raw_evidence"": ""Impfen statt Töten muss baldmöglichst Wirklichkeit werden!"", ""text"": ""vaccination""}, {""prevention_type"": ""surveillance"", ""raw_evidence"": ""Wie Früherkennungssysteme und Umgebungsmonitoring helfen können, der Impfung ein Stück näher zu kommen."", ""text"": ""early detection systems and environmental monitoring""}]",[]
gefluegelnews:backhaus-fordert-impfung-gegen-vogelgrippe-warum-ist-das-in-deutschland-nicht-moglich,gefluegelnews,Gefluegelnews,Backhaus fordert Impfung gegen Vogelgrippe – „Warum ist das in Deutschland nicht möglich?“,https://www.gefluegelnews.de/article/backhaus-fordert-impfung-gegen-vogelgrippe-warum-ist-das-in-deutschland-nicht-moglich,2025-10-30,2026-05-29T09:46:26.964568+00:00,Avian influenza,viral,Germany,Mecklenburg-Vorpommern,,,true,poultry,,,,,,,ongoing,high,Ongoing outbreaks of highly pathogenic H5N1 avian influenza in Germany pose a significant threat to the poultry industry.,medium,"The situation is described as difficult with ongoing outbreaks, though no specific mortality figures are provided.",regional,The report focuses on the situation and policy discussions within the state of Mecklenburg-Vorpommern.,true,"Economic and animal welfare concerns due to mass culling and long-term confinement (stallpflicht) of poultry, as well as trade restrictions on vaccinated animals.","[""culling"", ""confinement (Aufstallung)"", ""disposal of dead animals""]","[{""prevention_type"": ""vaccination"", ""raw_evidence"": ""Denkbar seien sogenannte Ringimpfungen in Betrieben rund um Ausbruchsgeschehen."", ""text"": ""Ringimpfungen (ring vaccination)""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Backhaus mahnte die Geflügelhalter eindringlich, alle Biosicherheitsmaßnahmen konsequent einzuhalten."", ""text"": ""Biosicherheitsmaßnahmen (biosecurity measures)""}, {""prevention_type"": ""movement_control"", ""raw_evidence"": ""Mit Blick auf die bevorstehenden Weihnachtsfeiertage rief Backhaus die Betriebe auf, schlachtreife Bestände rechtzeitig zu vermarkten."", ""text"": ""rechtzeitige Schlachtung (timely slaughter)""}]",[]
gefluegelnews:bayern-erhoht-warnstufe-wegen-geflugelpest,gefluegelnews,Gefluegelnews,Bayern erhöht Warnstufe wegen Geflügelpest,https://www.gefluegelnews.de/article/bayern-erhoht-warnstufe-wegen-geflugelpest,2025-02-19,2026-05-29T09:46:45.609481+00:00,Avian influenza,viral,Germany,Bayern,Mittelfranken,,true,wild birds and poultry,,,,,,,ongoing,high,"The risk of HPAI entry into poultry farms is classified as high, with ongoing outbreaks in wild birds and multiple poultry holdings affected in Bavaria.",high,"The risk of HPAI entry is officially classified as high, with 72 cases in wild birds in Bavaria and 8 poultry holdings infected.",regional,"The outbreak is primarily focused on the state of Bavaria, with specific impacts in Mittelfranken.",false,,[],"[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Geflügelhalter müssen verstärkt auf Biosicherheit achten."", ""text"": ""enhanced biosecurity measures""}, {""prevention_type"": ""surveillance"", ""raw_evidence"": ""Geflügelhalter sollten ihre Tiere genau beobachten und bei Krankheitssymptomen sofort einen Tierarzt konsultieren."", ""text"": ""monitoring animals for disease symptoms and consulting a veterinarian""}, {""prevention_type"": ""surveillance"", ""raw_evidence"": ""Bei erhöhten Tierverlusten oder starken Leistungseinbußen sind Untersuchungen erforderlich, um eine Geflügelpest-Infektion auszuschließen."", ""text"": ""investigations in case of increased animal losses or performance drops""}, {""prevention_type"": ""surveillance"", ""raw_evidence"": ""Im Verdachtsfall ist das zuständige Veterinäramt zu informieren."", ""text"": ""notifying the veterinary office in case of suspicion""}]",[]
gefluegelnews:bedrohung-im-huhnerstall-mit-vereinten-kraften-gegen-die-rote-vogelmilbe,gefluegelnews,Gefluegelnews,Bedrohung im Hühnerstall: Mit vereinten Kräften gegen die Rote Vogelmilbe,https://www.gefluegelnews.de/article/bedrohung-im-huhnerstall-mit-vereinten-kraften-gegen-die-rote-vogelmilbe,2025-05-13,2026-05-29T09:46:50.237283+00:00,,,Germany,,,,true,Geflügel,,,,,,,,low,The text is an educational article about the Red Poultry Mite (Dermanyssus gallinae) and mentions Geflügelpest only as a potential pathogen that the mite can transmit.,,,,,false,,[],"[{""prevention_type"": ""vaccination"", ""raw_evidence"": ""Deshalb ist eine Behandlung übers Trinkwasser vorzuziehen, da alle Tiere gleichmäßig behandelt werden können. Besonders geeignet ist ein Wirkstoff aus der Gruppe der Isoxazoline: Fluralaner"", ""text"": ""Behandlung übers Trinkwasser mit Fluralaner""}]",[]
gefluegelnews:bekampfung-geflugelpest-bisheriges-system-nicht-mehr-bezahlbar,gefluegelnews,Gefluegelnews,Bekämpfung Geflügelpest: Bisheriges System nicht mehr bezahlbar?,https://www.gefluegelnews.de/article/bekampfung-geflugelpest-bisheriges-system-nicht-mehr-bezahlbar,2023-02-14,2026-05-29T09:46:56.617650+00:00,Avian influenza,viral,Germany,Niedersachsen,,,true,poultry,,,2500000,,,,ongoing,high,The report discusses the significant economic and veterinary impact of highly pathogenic avian influenza in Germany's largest poultry-producing state.,high,Over 2.5 million animals were culled between November 2020 and the report date due to avian influenza outbreaks.,regional,The report focuses specifically on the economic and epidemiological situation within the state of Niedersachsen.,true,"Significant financial burden on farmers due to increased contributions to the animal disease fund (TSK), reduced EU co-financing, and implementation of compensation cuts for biosecurity failures.","[""culling of 2.5 million animals"", ""compensation cuts for biosecurity failures"", ""regionalized contribution model for poultry farmers""]","[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Dr. Ursula Gerdes... führt dies neben verbesserten Biosicherheitsmaßnahmen der Betriebe auf den vielen Regen zurück"", ""text"": ""improved biosecurity measures""}, {""prevention_type"": ""vaccination"", ""raw_evidence"": ""Die Impfung ist aus Sicht der TSK Niedersachsen ein wichtiges Instrument der AI-Bekämpfung"", ""text"": ""vaccination""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Die TSK fördert zum Bespiel ein Forschungsprojekt der TiHo Hannover, bei dem eine Zuluftfilterung für Putenställe entwickelt werden soll."", ""text"": ""inlet air filtration for turkey barns""}]",[]
padi_web:un-nouveau-foyer-de-grippe-aviaire-detecte-dans-un-elevage-de-canards-en-dordogne-3237250,padi_web,PADI-web,A new outbreak of avian flu detected in a duck farm in Dordogne,https://www.ici.fr/nouvelle-aquitaine/dordogne-24/val-de-louyre-et-caudeau/un-nouveau-foyer-de-grippe-aviaire-detecte-dans-un-elevage-de-canards-en-dordogne-3237250,2026-05-28,2026-05-28T19:49:09.500106+00:00,Avian influenza,viral,France,,,,true,ducks,,,7000,7000,,2026-05-27,confirmed,medium,The outbreak involves a highly contagious poultry disease in a region with a high density of poultry farms.,medium,"The outbreak requires the slaughter of 7,000 ducklings and the implementation of movement restrictions across 24 municipalities.",regional,"The outbreak is contained within the Dordogne department, affecting multiple municipalities.",true,"The slaughter of 7,000 ducklings, compensation for the breeder, and the implementation of movement restrictions in 24 municipalities.","[""slaughter of 7,000 ducklings"", ""establishment of a 3 km protection zone"", ""establishment of a 10 km surveillance zone"", ""prohibition of poultry movement"", ""mandatory self-checks for farmers""]","[{""prevention_type"": ""surveillance"", ""raw_evidence"": ""The farmers concerned are also obliged to carry out self-checks on their animals to monitor the possible spread of the virus."", ""text"": ""carry out self-checks on their animals to monitor the possible spread of the virus""}]",[]
padi_web:8JV44JZQLA,padi_web,PADI-web,Hesse: Exclusion zone expanded after swine fever found,https://biermann-medizin.de/hessen-sperrzone-nach-schweinepest-fund-ausgeweitet/,2026-05-28,2026-05-29T05:22:14.099356+00:00,African swine fever,viral,Germany,,,,true,wild boar,,,,,,,confirmed,high,African swine fever is a highly contagious and economically significant disease for the swine industry.,high,The disease is fatal for wild boar and domestic pigs and necessitates strict control measures including movement restrictions.,regional,The outbreak is currently localized to the district of Marburg-Biedenkopf in Hesse.,true,Expansion of exclusion zones and adjustment of hunting rules in the affected district.,"[""Sperrzone"", ""tightening measures"", ""adjusting hunting rules""]",,[]
padi_web:meeting-the-ongoing-challenge-of-avian-influenza-in-the-uk,padi_web,PADI-web,Meeting the ongoing challenge of avian influenza in the UK,https://www.poultryworld.net/health-nutrition/health/meeting-the-ongoing-challenge-of-avian-influenza-in-the-uk/,2026-05-28,2026-05-28T19:49:13.214157+00:00,Avian influenza,viral,United Kingdom,,,,true,birds,100,,3800000,,,,ongoing,high,"The outbreak involves a significant number of cases across the UK, impacting the commercial poultry sector.",high,"Over 3.8 million birds have been culled or died, representing the third worst outbreak in the UK.",national,"The outbreak is reported across England, Scotland, Wales, and Northern Ireland.",true,"Substantial losses in the poultry sector, including 3.8 million birds lost, and ongoing trade barriers with third countries.","[""housing measures"", ""culling"", ""zonal surveillance""]","[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Biosecurity continued to be key to stopping the virus from spreading and -- urged producers to remain vigilant to ensure that wild birds and rats couldn’t spread it on farm."", ""text"": ""Maintain strict biosecurity to prevent spread from wild birds and rats""}, {""prevention_type"": ""surveillance"", ""raw_evidence"": ""Speaking to delegates at the British Pig and Poultry Fair, ------- urged producers to report dead wild birds, especially in East Anglia"", ""text"": ""Report dead wild birds""}]",[]
padi_web:169143RLB1,padi_web,PADI-web,Hung Khanh district has disbursed nearly VND3.5 billion to ranchers who have suffered losses due to African swine fever.,https://www.vietnam.vn/de/hung-khanh-chi-tra-gan-3-5-ty-dong-ho-tro-nguoi-chan-nuoi-bi-thiet-hai-do-dich-ta-lon-chau-phi,2026-05-28,2026-05-29T05:22:17.752533+00:00,African swine fever,viral,Vietnam,,,,false,pigs,,,,,,,ongoing,medium,The report confirms financial support provided to farmers affected by an African swine fever outbreak in Hung Khanh district.,medium,"The outbreak caused significant economic losses for local ranchers, necessitating government financial intervention.",local,The impact and financial support are specifically limited to the Hung Khanh district.,true,The district government disbursed nearly 3.5 billion VND to support ranchers who suffered losses due to the disease.,,,[]
padi_web:UC198UF9ZL,padi_web,PADI-web,African swine fever: District warns against negligence,https://jack-news.de/afrikanische-schweinepest-kreis-warnt-vor-nachlaessigkeit/,2026-05-28,2026-05-29T05:22:19.217887+00:00,African swine fever,viral,,,,,,pigs,,,,,,,,medium,African swine fever is a highly contagious and economically significant disease for the swine industry.,high,The disease has a high mortality rate in pigs and causes significant economic losses.,,,false,,,,[]
padi_web:2026-05-28-eumetnet-obelezuje-30-let-sodelovanja-evropskih-meteoroloskih-sluzb,padi_web,PADI-web,EUMETNET celebrates 30 years of European meteorological services working together,https://www.gov.si/novice/2026-05-28-eumetnet-obelezuje-30-let-sodelovanja-evropskih-meteoroloskih-sluzb/,2026-05-28,2026-05-28T19:49:16.319984+00:00,,,,,,,,,,,,,,,,,,,,,,false,,,,[]
padi_web:2026-05-28-evropska-sredstva-za-okrevanje-in-odpornost-skupaj-do-cilja-trajnostna-kulturna-dediscina,padi_web,PADI-web,European Recovery and Resilience Funds – Together towards the goal: sustainable cultural heritage,https://www.gov.si/novice/2026-05-28-evropska-sredstva-za-okrevanje-in-odpornost-skupaj-do-cilja-trajnostna-kulturna-dediscina/,2026-05-28,2026-05-28T19:49:17.029557+00:00,,,,,,,,,,,,,,,,,,,,,,false,,,,[]
padi_web:RHVSU04OFQ,padi_web,PADI-web,Vietnam Destroys Thousands of Poultry Following H5N1 Bird Flu Outbreaks,https://www.unmc.edu/healthsecurity/transmission/2026/05/27/vietnam-destroys-thousands-of-poultry-following-h5n1-bird-flu-outbreaks/,2026-05-27,2026-05-29T11:31:59.764772+00:00,H5N1,viral,Vietnam,,,,false,poultry,,,5000,,,,confirmed,medium,H5N1 is a highly pathogenic avian influenza virus with significant zoonotic potential.,medium,The outbreak has resulted in the culling of thousands of poultry to prevent further spread.,local,The outbreak is currently reported in Dien Bien province.,true,"Authorities have culled approximately 5,000 poultry to control the outbreaks.","[""culling""]",,[]
padi_web:dien-bien-tieu-huy-5000-con-gia-cam-do-cum-ah5n1-1709276.ldo,padi_web,PADI-web,"Điện Biên destroys 5,000 poultry due to influenza A/H5N1",https://fr.laodong.vn/xa-hoi/dien-bien-tieu-huy-5000-con-gia-cam-do-cum-ah5n1-1709276.ldo,2026-05-27,2026-05-28T19:49:29.924940+00:00,Avian influenza A/H5N1,viral,Vietnam,,,,false,poultry,,,5000,,,2024-05-14,ongoing,medium,"The outbreak involves H5N1, a highly pathogenic avian influenza virus with zoonotic potential, affecting poultry in Vietnam.",medium,"The outbreak resulted in the culling of 5,000 poultry, indicating a significant impact on local farming.",local,The outbreaks are confined to two villages within the Thanh Yen commune in Dien Bien province.,true,"Local authorities suspended the purchase, sale, transport, and slaughter of poultry and poultry products in the affected villages.","[""culling of poultry"", ""suspension of purchase, sale, transport and slaughter of poultry and poultry products"", ""disinfection""]",[],[]
padi_web:dutch-government-moves-towards-mandatory-avian-influenza-vaccination,padi_web,PADI-web,Dutch government moves towards mandatory avian influenza vaccination,https://www.poultryworld.net/health-nutrition/health/dutch-government-moves-towards-mandatory-avian-influenza-vaccination/,2026-05-27,2026-05-28T19:49:30.584691+00:00,Avian influenza,zoonotic,Netherlands,,,,true,poultry,,,2300000,,,,ongoing,high,The report details a significant national policy shift toward mandatory vaccination for laying hens in response to ongoing outbreaks.,high,"The disease has caused the culling of 2.3 million animals in 45 farms this year alone, posing significant economic and animal welfare risks.",national,The government is implementing a nationwide mandatory vaccination plan for all laying hen farms in the country.,true,The outbreak has led to the culling of 2.3 million animals and created concerns regarding potential international trade barriers for poultry products.,"[""culling"", ""vaccination pilot programme"", ""European monitoring programme""]","[{""prevention_type"": ""vaccination"", ""raw_evidence"": ""The government is working together with the poultry sector on a plan to make vaccination against avian influenza mandatory for laying hen farms."", ""text"": ""Mandatory vaccination of laying hens""}, {""prevention_type"": ""vaccination"", ""raw_evidence"": ""People considered most at risk of infection – including poultry farmers, and animal ambulance staff – will be offered the opportunity to receive the seasonal influenza vaccination"", ""text"": ""Seasonal influenza vaccination for high-risk workers""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""The intensified action plan for tackling avian influenza and reducing the risks of zoonotic diseases also examined structural measures to reduce the number of poultry farms in poultry-dense and water-rich areas."", ""text"": ""Reducing the number of poultry farms in high-risk areas""}]",[]
padi_web:pune-government-veterinary-institute-develops-goatpox-vaccine-set-to-reach-farmers-soon-enn26052704650,padi_web,PADI-web,"Pune’s Government Veterinary Institute Develops Goatpox Vaccine, Set to Reach Farmers Soon",https://www.etvbharat.com/en/state/pune-government-veterinary-institute-develops-goatpox-vaccine-set-to-reach-farmers-soon-enn26052704650,2026-05-27,2026-05-28T19:49:31.385836+00:00,Lumpy skin disease,viral,India,,,,false,cattle,,,,,,,,low,"The report focuses on the development of a goatpox vaccine, with lumpy skin disease mentioned only as a secondary context regarding vaccine procurement and development.",,,regional,The report discusses vaccine development and distribution specifically within the state of Maharashtra.,true,"The state government has historically relied on expensive private procurement for vaccines against lumpy skin disease, impacting public expenditure.",,"[{""prevention_type"": ""vaccination"", ""raw_evidence"": ""The institute is also working on a vaccine for lumpy skin disease."", ""text"": ""Development of a vaccine for lumpy skin disease""}]",[]
padi_web:O2OGOISLNA,padi_web,PADI-web,Dien Bien: Urgently implement measures to prevent and control avian influenza A (H5N1),https://www.vietnam.vn/uk/dien-bien-khan-truong-trien-khai-cac-bien-phap-phong-chong-cum-gia-cam-a-h5n1,2026-05-27,2026-05-29T05:22:48.518140+00:00,Avian influenza A (H5N1),viral,Vietnam,,,,false,ducks,,,,,,,confirmed,medium,H5N1 is a highly pathogenic avian influenza virus with zoonotic potential.,medium,"The virus was detected in poultry, necessitating urgent control measures to prevent spread.",local,The outbreak is currently reported in a specific commune in Dien Bien province.,false,,,,[]
padi_web:dien-bien-khan-truong-trien-khai-cac-bien-phap-phong-chong-cum-gia-cam-a-h5n1,padi_web,PADI-web,Dien Bien: Urgent implementation of avian influenza A (H5N1) prevention and control measures,https://www.vietnam.vn/fr/dien-bien-khan-truong-trien-khai-cac-bien-phap-phong-chong-cum-gia-cam-a-h5n1,2026-05-27,2026-05-28T19:49:46.095394+00:00,Avian influenza A (H5N1),viral,Vietnam,,,,false,poultry,,,,,,,confirmed,medium,"The H5N1 strain is zoonotic and poses a risk of human infection, necessitating urgent public health and veterinary interventions.",medium,"The virus has been detected in poultry and poses a risk of widespread epidemic, requiring culling and surveillance measures.",local,The outbreak is currently localized to Thanh Yen commune in Dien Bien province.,true,"The provincial government has issued official directives to implement disease control measures, including health surveillance for contacts and restrictions on poultry trade and transport.","[""cull sick or suspected diseased poultry"", ""sanitation, disinfection and sterilization of affected areas"", ""health surveillance for close contacts for 14 days"", ""strengthened community and hospital surveillance"", ""controls on the transport, trade, and slaughter of poultry""]","[{""prevention_type"": ""vaccination"", ""raw_evidence"": ""It also strengthens disease surveillance in poultry farms, promotes vaccination, and strictly controls the transport, trade, and slaughter of poultry in the region."", ""text"": ""promote vaccination""}, {""prevention_type"": ""surveillance"", ""raw_evidence"": ""At the same time, they must prepare sufficient stocks of medicines, supplies, equipment and isolation areas, and be ready to receive and treat suspected cases of avian influenza A(H5N1)."", ""text"": ""prepare sufficient stocks of medicines, supplies, equipment and isolation areas""}]",[]
padi_web:OZJNQTTDEQ,padi_web,PADI-web,More bird flu cases found in Idaho dairy cattle,https://capitalpress.com/2026/05/26/more-bird-flu-cases-found-in-idaho-dairy-cattle/,2026-05-27,2026-05-29T11:32:06.906357+00:00,Avian influenza,viral,United States,,,,false,dairy cattle,13,,,,,,confirmed,medium,"The report describes the spread of avian influenza in dairy cattle, which is a significant concern for animal health and agricultural sectors.",medium,"The disease is affecting dairy cattle, impacting livestock health and potentially production.",local,The outbreak is currently reported specifically within Idaho.,false,,,,[]
padi_web:2026-05-27-nova-epizoda-podkasta-misija-kakovost-trajnost-kot-pot-do-kakovosti,padi_web,PADI-web,New episode of the podcast Mission: Quality: Sustainability as a Path to Quality,https://www.gov.si/novice/2026-05-27-nova-epizoda-podkasta-misija-kakovost-trajnost-kot-pot-do-kakovosti/,2026-05-27,2026-05-28T19:49:48.194203+00:00,,,,,,,,,,,,,,,,low,The text is a podcast announcement about sustainability in education and does not contain information regarding an actual disease outbreak.,,,,,false,,,,[]
